,Unnamed: 0,Unnamed: 0.1,Listing_id,Location,Address,Price,Title,Agent,Url,Bedrooms,Bathrooms,Parking Spaces,Floor Size,Erf Size,Gross Lettable Area,address2,lat,lon
110,110,110,109145487,Morningside,25 Fyfe Road,1300000.0,3 Bedroom House,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109145487,3.0,1.0,5.0,,723.0,,25 Fyfe Road Durban,-29.8182568,31.0086671
111,111,111,109274726,Clare Hills,5 A Alpaca Place,1350000.0,3 Bedroom House,Leadhome,/for-sale/clare-hills/durban/kwazulu-natal/6186/109274726,3.0,2.0,2.0,,681.0,,5 A Alpaca Place Durban,-29.823225,30.9683957
112,112,112,109292471,Riverhorse Valley,1 Riverhorse Close,15750000.0,Industrial Property,Warehouse Finder,/for-sale/riverhorse-valley/durban/kwazulu-natal/11690/109292471,,,,,,1765.0,1 Riverhorse Close Durban,-29.7782371,30.9928943
113,113,113,109308079,Mobeni Heights,1 Highway Place,1600000.0,4 Bedroom House,Rawson Properties Berea,/for-sale/mobeni-heights/durban/kwazulu-natal/6210/109308079,4.0,5.0,2.0,,488.0,,1 Highway Place Durban,-29.9333076,30.945876
114,114,114,109324076,Reservoir Hills,291 Kies Avenue,1600000.0,3 Bedroom House,Wakefields Estate Agents Berea,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109324076,3.0,3.0,2.0,,675.0,,291 Kies Avenue Durban,-29.8064437,30.9509489
115,115,115,109178363,Morningside,514 Lilian Ngoyi Road,,Commercial Property,Swindon Property - Durban,/for-sale/morningside/durban/kwazulu-natal/6021/109178363,,,,79.0,,,514 Lilian Ngoyi Road Durban,-29.819693,31.0224748
116,116,116,109276893,Bluff,67 Moss Road,1595000.0,2 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109276893,2.0,2.0,3.0,,780.0,,67 Moss Road Durban,-29.912856,31.0172636
117,117,117,109192075,Morningside,unknown,2200000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109192075,3.0,2.5,2.0,,1208.0,,Morningside Durban,-29.8183613,31.0180771
118,118,118,109238325,Glenwood,"11 Ss Sunset View, 449 Queen Elizabeth Avenue",795000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109238325,2.0,1.0,2.0,72.0,,,"11 Ss Sunset View, 449 Queen Elizabeth Avenue Durban",,
119,119,119,109237593,Essenwood,"35 Ss Cowendale, 300 Problem Mkhize Road",895000.0,1 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109237593,1.0,1.0,1.0,51.0,,,"35 Ss Cowendale, 300 Problem Mkhize Road Durban",,
120,120,120,109287499,Bluff,30 Warangal Road,1290000.0,3 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109287499,3.0,2.0,3.0,,344.0,,30 Warangal Road Durban,-29.9616461,30.9804428
121,121,121,109231977,Bluff,23 Fowey,1195000.0,3 Bedroom House,Harcourts Brighton Beach,/for-sale/bluff/durban/kwazulu-natal/12970/109231977,3.0,1.0,1.0,,912.0,,23 Fowey Durban,-29.9268151,30.9963093
122,122,122,109238113,Musgrave,71 Gladys Mazibuko Road,949000.0,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109238113,1.5,1.0,1.0,81.0,,,71 Gladys Mazibuko Road Durban,-29.8385008,31.0081735
123,123,123,109324772,Morningside,unknown,6600000.0,6 Bedroom House,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109324772,6.0,3.5,4.0,,1234.0,,Morningside Durban,-29.8183613,31.0180771
124,124,124,109305401,Bluff,63 Polkinghorne Road,1250000.0,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109305401,3.0,1.0,2.0,,1206.0,,63 Polkinghorne Road Durban,-29.9012407,31.0356896
125,125,125,109247527,Merebank East,2 Ninapur Road,1400000.0,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/merebank-east/durban/kwazulu-natal/17840/109247527,4.0,2.0,2.0,,496.0,,2 Ninapur Road Durban,,
126,126,126,109233016,Glenwood,449 Lena Ahrens ( Manning ) Road,950000.0,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109233016,2.0,1.0,1.0,83.0,,,449 Lena Ahrens ( Manning ) Road Durban,,
127,127,127,109317088,Glenwood,unknown,2700000.0,3 Bedroom House,Seeff Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109317088,3.0,2.0,10.0,,1015.0,,Glenwood Durban,-29.8638889,30.9877778
128,128,128,109325879,North Beach,unknown,1395000.0,1 Bedroom Townhouse,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109325879,1.0,1.0,,84.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
129,129,129,109233023,Glenwood,449 Lena Ahrens ( Manning ) Road,1195000.0,2.5 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109233023,2.5,1.0,1.0,108.0,,,449 Lena Ahrens ( Manning ) Road Durban,,
130,130,130,109232015,Musgrave,81 Bellevue Road,894999.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109232015,1.0,1.0,1.0,109.0,,,81 Bellevue Road Durban,-29.8487294,30.9962326
131,131,131,109235128,Bellair,95 Braeside Avenue,895000.0,3 Bedroom Townhouse,Leadhome,/for-sale/bellair/durban/kwazulu-natal/6248/109235128,3.0,2.0,1.0,78.0,,,95 Braeside Avenue Durban,-29.8906668,30.9520376
132,132,132,109235111,Bulwer,557 Che Guevara,895000.0,1 Bedroom Apartment,Campbell Property Group,/for-sale/bulwer/durban/kwazulu-natal/5969/109235111,1.0,1.5,1.0,77.0,,,557 Che Guevara Durban,,
133,133,133,109287266,Essenwood,461 Currie Road,3950000.0,3 Bedroom House,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109287266,3.0,3.0,5.0,,,,461 Currie Road Durban,-29.8458105,31.0035548
134,134,134,109255134,Westridge,136 Bidston Road,795000.0,2 Bedroom Apartment,Zikra Properties,/for-sale/westridge/durban/kwazulu-natal/6202/109255134,2.0,1.0,2.0,90.0,,,136 Bidston Road Durban,-29.8530846,30.9839524
135,135,135,109263336,Essenwood,215 Avondale Road,660000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109263336,1.0,1.0,1.0,50.0,,,215 Avondale Road Durban,-29.8440814,31.0097547
136,136,136,109282178,Musgrave,unknown,6500000.0,2 Bedroom House,Seeff Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109282178,2.0,2.0,6.0,,5530.0,,Musgrave Durban,-29.8488889,30.9961111
137,137,137,109287488,Woodlands,10 Allandale Road,960000.0,3 Bedroom Townhouse,Property.CoZa - Berea,/for-sale/woodlands/durban/kwazulu-natal/6042/109287488,3.0,2.0,3.0,,2084.0,,10 Allandale Road Durban,-29.9299412,30.9585983
138,138,138,109295490,Lamontville,1161 Radebe Street,690000.0,3 Bedroom House,RE/MAX Advance - Bluff,/for-sale/lamontville/durban/kwazulu-natal/6054/109295490,3.0,1.0,1.0,,508.0,,1161 Radebe Street Durban,-29.9424915,30.9334425
139,139,139,109244913,Bluff,41 Bayview Road,695000.0,2 Bedroom Apartment,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109244913,2.0,1.0,1.0,57.0,,,41 Bayview Road Durban,-29.9181826,30.9998486
140,140,140,109325994,North Beach,unknown,875000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109325994,1.0,1.0,,76.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
141,141,141,109237864,South Beach,27 O.r. Tambo Parade,570000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/south-beach/durban/kwazulu-natal/6027/109237864,1.0,1.0,,39.0,,,27 O.r. Tambo Parade Durban,-29.8527146,31.0382689
142,142,142,109319207,Umbilo,43 Selborne Road,1550000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/umbilo/durban/kwazulu-natal/6029/109319207,3.0,2.0,4.0,,708.0,,43 Selborne Road Durban,-29.8840613,30.9778592
143,143,143,109245559,North Beach,unknown,875000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109245559,1.0,1.0,,76.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
144,144,144,109226206,Essenwood,605 Currie Road,1795000.0,2 Bedroom Apartment,Harcourts Equity,/for-sale/essenwood/durban/kwazulu-natal/6165/109226206,2.0,1.5,1.0,113.0,,,605 Currie Road Durban,-29.8458105,31.0035548
145,145,145,109284494,Carrington Heights,72 River Drive,1450000.0,5 Bedroom House,Tyson Properties Morningside Office,/for-sale/carrington-heights/durban/kwazulu-natal/6005/109284494,5.0,4.0,6.0,,942.0,,72 River Drive Durban,-29.8890059,30.9700761
146,146,146,109248883,Morningside,unknown,2350000.0,3 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109248883,3.0,2.5,3.0,,779.0,,Morningside Durban,-29.8183613,31.0180771
147,147,147,109163702,Musgrave,93 Currie Road,1490000.0,2 Bedroom Townhouse,Sam Harwood Property,/for-sale/musgrave/durban/kwazulu-natal/6166/109163702,2.0,2.0,2.0,,1507.0,,93 Currie Road Durban,-29.8458105,31.0035548
148,148,148,109269531,Jacobs,873 South Coast Road,,Industrial Property,In2assets,/for-sale/jacobs/durban/kwazulu-natal/6151/109269531,,,,9828.0,,,873 South Coast Road Durban,-29.9190347,30.9767466
149,149,149,109219931,Glenwood,89 Esther Roberts Road,1095000.0,3 Bedroom Townhouse,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109219931,3.0,2.0,3.0,,1113.0,,89 Esther Roberts Road Durban,-29.8648062,30.9980953
150,150,150,109221194,Morningside,151 Innes Road,1295000.0,2 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109221194,2.0,1.0,1.0,106.0,,,151 Innes Road Durban,-29.824368,31.0208216
151,151,151,109248913,Morningside,367 Peter Mokaba Road,1299000.0,3 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109248913,3.0,2.0,3.0,96.0,,,367 Peter Mokaba Road Durban,-29.8240056,31.0088245
152,152,152,109299824,Memorial Park,21 Windham Avenue,1495000.0,3 Bedroom House,Smiths Property Group,/for-sale/memorial-park/durban/kwazulu-natal/6252/109299824,3.0,2.0,1.0,162.0,,,21 Windham Avenue Durban,-29.8847438,30.9344007
153,153,153,109287634,Reservoir Hills,244 Annet Drive,1080000.0,4 Bedroom House,Tyson Properties Westville & Pinetown,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109287634,4.0,2.0,1.0,,2372.0,,244 Annet Drive Durban,,
154,154,154,109229448,Musgrave,"4 Ss Athenae, 185 Currie Road",870000.0,1 Bedroom Townhouse,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109229448,1.0,1.0,2.0,64.0,,,"4 Ss Athenae, 185 Currie Road Durban",,
155,155,155,109147247,Musgrave,unknown,850000.0,1 Bedroom Apartment,Seeff Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109147247,1.0,1.5,1.0,81.0,,,Musgrave Durban,-29.8488889,30.9961111
156,156,156,109041846,Morningside,unknown,2195000.0,3 Bedroom Townhouse,Chas Everitt Durban Central,/for-sale/morningside/durban/kwazulu-natal/6021/109041846,3.0,2.0,2.0,,798.0,,Morningside Durban,-29.8183613,31.0180771
157,157,157,109252764,Morningside,28 Lilian Ngoyi Road,675000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109252764,1.0,1.0,1.0,56.0,,,28 Lilian Ngoyi Road Durban,-29.819693,31.0224748
158,158,158,108982301,Essenwood,620 Currie Road,4595000.0,4 Bedroom House,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/108982301,4.0,5.5,4.0,,1002.0,,620 Currie Road Durban,-29.8458105,31.0035548
159,159,159,109322607,Essenwood,unknown,760000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/essenwood/durban/kwazulu-natal/6165/109322607,1.0,1.0,1.0,53.0,,,Essenwood Durban,-29.8369444,31.0130556
160,160,160,109324170,Morningside,unknown,2495000.0,3 Bedroom Townhouse,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109324170,3.0,2.5,6.0,,1245.0,,Morningside Durban,-29.8183613,31.0180771
161,161,161,109230294,Bluff,49 Maxwell Avenue,3495000.0,6 Bedroom House,Tyson Properties Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109230294,6.0,5.0,8.0,,975.0,,49 Maxwell Avenue Durban,-29.9139855,31.0246398
162,162,162,108546547,Hillary,unknown,1295000.0,3 Bedroom House,unknown,/for-sale/hillary/durban/kwazulu-natal/6251/108546547,3.0,2.0,5.0,,929.0,,Hillary Durban,-29.8833333,30.9402778
163,163,163,109320311,Musgrave,unknown,980000.0,0.5 Bedroom Apartment,Prime Property Musgrave,/for-sale/musgrave/durban/kwazulu-natal/6166/109320311,0.5,1.0,,50.0,,,Musgrave Durban,-29.8488889,30.9961111
164,164,164,109225378,Point Waterfront,20 Erskine Terrace,950000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109225378,1.0,1.0,,71.0,,,20 Erskine Terrace Durban,-29.8615996,31.0419879
165,165,165,109255007,Glenwood,368 Lena Ahrens Road,3895000.0,6 Bedroom House,Harcourts Equity,/for-sale/glenwood/durban/kwazulu-natal/6034/109255007,6.0,5.0,3.0,,975.0,,368 Lena Ahrens Road Durban,-29.8683597,30.9880455
166,166,166,109229374,Essenwood,687 Musgrave Road,1450000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109229374,2.0,1.0,1.0,109.0,,,687 Musgrave Road Durban,-29.8492096,31.0000675
167,167,167,109246630,Jacobs,873 South Coast Road,,Industrial Property,In2assets,/for-sale/jacobs/durban/kwazulu-natal/6151/109246630,,,,9828.0,,,873 South Coast Road Durban,-29.9190347,30.9767466
168,168,168,109236362,Musgrave,206 Musgrave Avenue,3295000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109236362,2.0,2.0,2.0,108.0,,,206 Musgrave Avenue Durban,-29.8506247,30.9997211
169,169,169,109272091,Glenwood,17 Bulwer Road,890000.0,3 Bedroom Apartment,unknown,/for-sale/glenwood/durban/kwazulu-natal/6034/109272091,3.0,2.0,1.0,107.0,,,17 Bulwer Road Durban,-29.8579442,30.9998335
170,170,170,109296640,Musgrave,unknown,1500000.0,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109296640,3.0,2.5,5.0,,1550.0,,Musgrave Durban,-29.8488889,30.9961111
171,171,171,109283847,Reservoir Hills,300 Varsity Drive,2500000.0,20 Bedroom House,Pam Golding Properties - Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109283847,20.0,4.0,4.0,,674.0,,300 Varsity Drive Durban,-29.8053709,30.9660719
172,172,172,109318137,Carrington Heights,unknown,650000.0,Apartment,unknown,/for-sale/carrington-heights/durban/kwazulu-natal/6005/109318137,,,,67.0,,,Carrington Heights Durban,-29.8788889,30.9777778
173,173,173,109280293,Sherwood,"Strawberry Fields , 144 Wattle Grove",1195000.0,2 Bedroom Townhouse,RE/MAX Tricolor - Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/109280293,2.0,1.0,1.0,92.0,,,"Strawberry Fields , 144 Wattle Grove Durban",,
174,174,174,109222301,Morningside,14 Lennox Road,1495000.0,3 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109222301,3.0,2.5,4.0,,1217.0,,14 Lennox Road Durban,-29.8379862,31.0200047
175,175,175,109260239,Bluff,61 Moffat Avenue,1665000.0,4 Bedroom House,RE/MAX Advance - Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109260239,4.0,2.0,1.0,,817.0,,61 Moffat Avenue Durban,-29.9027325,31.0294255
176,176,176,109266052,Durban Central,5 Samora Machel Street,650000.0,2 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/109266052,2.0,1.0,,76.0,,,5 Samora Machel Street Durban,-29.8519792,31.0269101
177,177,177,109235325,North Beach,147 Snell Parade,2500000.0,3 Bedroom Apartment,Property.CoZa - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/109235325,3.0,2.0,2.0,133.0,,,147 Snell Parade Durban,-29.84771645,31.035866769609065
178,178,178,109317174,Musgrave,unknown,2475000.0,3 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109317174,3.0,2.0,3.0,237.0,,,Musgrave Durban,-29.8488889,30.9961111
179,179,179,109216037,North Beach,117 Snell Parade,1999000.0,2.5 Bedroom Apartment,Fengari Properties,/for-sale/north-beach/durban/kwazulu-natal/6022/109216037,2.5,1.0,,123.0,,,117 Snell Parade Durban,-29.84771645,31.035866769609065
180,180,180,109231462,Glenwood,523 Esther Roberts ( Frere ) Road,720000.0,1.5 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109231462,1.5,1.0,1.0,83.0,,,523 Esther Roberts ( Frere ) Road Durban,,
181,181,181,109271140,Morningside,19 Wallace Road,1899995.0,2 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109271140,2.0,1.0,1.0,112.0,,,19 Wallace Road Durban,-29.8296293,31.0139879
182,182,182,109230810,Glenwood,"5 Hamilton Close North, 119 Bulwer Rd, Glenwood",1325000.0,2 Bedroom Townhouse,unknown,/for-sale/glenwood/durban/kwazulu-natal/6034/109230810,2.0,1.5,2.0,99.0,,,"5 Hamilton Close North, 119 Bulwer Rd, Glenwood Durban",,
183,183,183,109319006,Musgrave,unknown,1500000.0,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109319006,3.0,2.5,5.0,,1550.0,,Musgrave Durban,-29.8488889,30.9961111
184,184,184,109282724,South Beach,17 Boscombe Road,150000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109282724,1.0,1.0,,,,,17 Boscombe Road Durban,,
185,185,185,109282602,South Beach,17 Boscombe Street,175000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109282602,1.0,1.0,,,,,17 Boscombe Street Durban,,
186,186,186,106280671,Morningside,unknown,950000.0,1 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/106280671,1.0,1.0,,81.0,,,Morningside Durban,-29.8183613,31.0180771
187,187,187,109314026,Bluff,unknown,765000.0,2 Bedroom Apartment,Rawson Properties Durban Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109314026,2.0,1.0,1.0,69.0,,,Bluff Durban,-29.920544,30.9941939
188,188,188,109210264,Essenwood,151 Problem Mkhize,,Commercial Property,Swindon Property - Durban,/for-sale/essenwood/durban/kwazulu-natal/6165/109210264,,,,234.0,,,151 Problem Mkhize Durban,-29.8442861,31.0065709
189,189,189,109323644,Umbilo,unknown,660000.0,1.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/umbilo/durban/kwazulu-natal/6029/109323644,1.5,1.0,1.0,87.0,,,Umbilo Durban,-29.8905556,30.9777778
190,190,190,109320013,Clare Hills,unknown,4305000.0,4 Bedroom House,Mandated,/for-sale/clare-hills/durban/kwazulu-natal/6186/109320013,4.0,3.0,7.0,,6250.0,,Clare Hills Durban,-29.8158333,30.9766667
191,191,191,109214968,Morningside,42 Henwood Road,7000000.0,Vacant Land,Swindon Property - Durban,/for-sale/morningside/durban/kwazulu-natal/6021/109214968,,,,,1140.0,,42 Henwood Road Durban,-29.8370057,31.0203187
192,192,192,109215355,Morningside,33 Earl Haig Road,2295000.0,4 Bedroom House,Wakefields Estate Agents Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109215355,4.0,2.0,2.0,,810.0,,33 Earl Haig Road Durban,-29.8245389,31.005064
193,193,193,109243899,Ocean View,1 Herbert Andrews Road,2495000.0,5 Bedroom House,Tyson Properties Bluff,/for-sale/ocean-view/durban/kwazulu-natal/6158/109243899,5.0,4.0,2.0,,1231.0,,1 Herbert Andrews Road Durban,-29.911269,31.0305697
194,194,194,109225003,Sea View,120 Folkestone Road,760000.0,3 Bedroom Apartment,Property.CoZa - Berea,/for-sale/sea-view/durban/kwazulu-natal/6255/109225003,3.0,1.0,1.0,72.0,,,120 Folkestone Road Durban,-29.9008461,30.9746284
195,195,195,109313067,Bluff,1394 Bluff Road,565000.0,2 Bedroom Apartment,Rawson Properties Durban Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109313067,2.0,1.0,1.0,75.0,,,1394 Bluff Road Durban,-29.9131435,31.0092732
196,196,196,109324001,Bluff,unknown,3200000.0,4 Bedroom House,Prime Property Highway,/for-sale/bluff/durban/kwazulu-natal/12970/109324001,4.0,4.5,7.0,,965.0,,Bluff Durban,-29.920544,30.9941939
197,197,197,109211523,Morningside,151 Innes Road,950000.0,1 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109211523,1.0,1.0,1.0,69.0,,,151 Innes Road Durban,-29.824368,31.0208216
198,198,198,109270477,Glenwood,28 Lena Ahrens Road,895000.0,2 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109270477,2.0,1.0,3.0,82.0,,,28 Lena Ahrens Road Durban,-29.8683597,30.9880455
199,199,199,109297542,Essenwood,unknown,3400000.0,4 Bedroom House,Sam Harwood Property,/for-sale/essenwood/durban/kwazulu-natal/6165/109297542,4.0,2.0,2.0,,1098.0,,Essenwood Durban,-29.8369444,31.0130556
200,200,200,109255074,Glenwood,246 Z K Matthews ( Nicolson) Road,2150000.0,3 Bedroom House,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109255074,3.0,1.5,7.0,,910.0,,246 Z K Matthews ( Nicolson) Road Durban,,
201,201,201,109313679,Morningside,unknown,825000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109313679,2.0,1.0,1.0,60.0,,,Morningside Durban,-29.8183613,31.0180771
202,202,202,109296127,Essenwood,unknown,6500000.0,6 Bedroom House,Pam Golding Properties - Durban,/for-sale/essenwood/durban/kwazulu-natal/6165/109296127,6.0,4.0,2.0,,1077.0,,Essenwood Durban,-29.8369444,31.0130556
